City,State,State_full,Type,Counties,Population,Latitude,Longitude,County_State,,,abbv,State
South Fulton,GA,Georgia,city,Fulton,107436,33.657,-84.573,Fulton County Georgia,,,,
Green Bay,WI,Wisconsin,City,Brown,107395,44.516,-88.008,Brown County Wisconsin,,,,
Burbank,CA,California,City,Los Angeles,107337,34.182,-118.31,Los Angeles County California,,,,
Renton,WA,Washington,City,King,106785,47.48,-122.208,King County Washington,,,,
Hillsboro,OR,Oregon,City,Washington,106447,45.523,-122.99,Washington County Oregon,,,,
El Cajon,CA,California,City,San Diego,106215,32.795,-116.962,San Diego County California,,,,
Tyler,TX,Texas,City,Smith,105995,32.351,-95.301,Smith County Texas,,,,
Davie,FL,Florida,Town,Broward,105691,26.073,-80.232,Broward County Florida,,,,
San Mateo,CA,California,City,San Mateo,105661,37.564,-122.324,San Mateo County California,,,,
Brockton,MA,Massachusetts,City,Plymouth,105643,42.083,-71.02,Plymouth County Massachusetts,,,,
Concord,NC,North Carolina,City,Cabarrus,105240,35.411,-80.581,Cabarrus County North Carolina,,,,
Jurupa Valley,CA,California,City,Riverside,105053,33.999,-117.475,Riverside County California,,,,
Daly City,CA,California,City,San Mateo,104901,37.706,-122.462,San Mateo County California,,,,
Allen,TX,Texas,City,Collin,104627,33.103,-96.67,Collin County Texas,,,,
Rio Rancho,NM,New Mexico,City,Bernalillo,104046,35.241,-106.656,Bernalillo County New Mexico,,,,
Rialto,CA,California,City,San Bernardino,104026,34.099,-117.37,San Bernardino County California,,,,
Woodbridge,NJ,New Jersey,Township,Middlesex,103639,40.564,-74.301,Middlesex County New Jersey,,,,
South Bend,IN,Indiana,City,St. Joseph,103453,41.676,-86.252,St. Joseph County Indiana,,,,
Spokane Valley,WA,Washington,City,Spokane,102976,47.657,-117.24,Spokane County Washington,,,,
Norwalk,CA,California,City,Los Angeles,102773,33.902,-118.083,Los Angeles County California,,,,
Menifee,CA,California,City,Riverside,102527,33.685,-117.189,Riverside County California,,,,
Vacaville,CA,California,City,Solano,102386,38.357,-121.986,Solano County California,,,,
Wichita Falls,TX,Texas,City,Wichita,102316,33.912,-98.492,Wichita County Texas,,,,
Davenport,IA,Iowa,City,Scott,101724,41.522,-90.576,Scott County Iowa,,,,
Quincy,MA,Massachusetts,City,Norfolk,101636,42.252,-71.004,Norfolk County Massachusetts,,,,
Chico,CA,California,City,Butte,101475,39.728,-121.839,Butte County California,,,,
Lynn,MA,Massachusetts,City,Essex,101253,42.464,-70.951,Essex County Massachusetts,,,,
Lees Summit,MO,Missouri,City,Jackson,101108,38.912,-94.378,Jackson County Missouri,,,,
New Bedford,MA,Massachusetts,City,Bristol,101079,41.635,-70.926,Bristol County Massachusetts,,,,
Federal Way,WA,Washington,City,King,101030,47.315,-122.313,King County Washington,,,,
Clinton,MI,Michigan,Charter Township,Macomb,100513,42.591,-82.936,Macomb County Michigan,,,,
Edinburg,TX,Texas,City,Hidalgo,100243,26.301,-98.162,Hidalgo County Texas,,,,
Nampa,ID,Idaho,City,Canyon,100200,43.579,-116.562,Canyon County Idaho,,,,
Roanoke,VA,Virginia,City,Roanoke,100011,37.272,-79.939,Roanoke County Virginia,,,,
Kenosha,WI,Wisconsin,City,Kenosha,99986,42.584,-87.823,Kenosha County Wisconsin,,,,
San Angelo,TX,Texas,City,Tom Green,99893,31.464,-100.437,Tom Green County Texas,,,,
Hesperia,CA,California,City,San Bernardino,99818,34.422,-117.302,San Bernardino County California,,,,
Carmel,IN,Indiana,City,Hamilton,99757,39.978,-86.127,Hamilton County Indiana,,,,
Tuscaloosa,AL,Alabama,City,Tuscaloosa,99600,33.206,-87.567,Tuscaloosa County Alabama,,,,
Albany,NY,New York,City,Albany,99224,42.653,-73.758,Albany County New York,,,,
Bend,OR,Oregon,City,Deschutes,99178,44.058,-121.313,Deschutes County Oregon,,,,
Fishers,IN,Indiana,City,Hamilton,98977,39.957,-86.017,Hamilton County Indiana,,,,
Longmont,CO,Colorado,City,Weld,98885,40.167,-105.103,Weld County Colorado,,,,
Canton,MI,Michigan,Charter Township,Wayne,98659,42.307,-83.487,Wayne County Michigan,,,,
Vista,CA,California,City,San Diego,98381,33.202,-117.244,San Diego County California,,,,
Orem,UT,Utah,City,Utah,98129,40.297,-111.695,Utah County Utah,,,,
Portsmouth,VA,Virginia,City,Portsmouth,97915,36.835,-76.299,Portsmouth County Virginia,,,,
Beaverton,OR,Oregon,City,Washington,97494,45.487,-122.804,Washington County Oregon,,,,
Boca Raton,FL,Florida,City,Palm Beach,97422,26.351,-80.086,Palm Beach County Florida,,,,
Sunrise,FL,Florida,City,Broward,97335,26.17,-80.284,Broward County Florida,,,,
Yakima,WA,Washington,City,Yakima,96968,46.602,-120.506,Yakima County Washington,,,,
Sandy,UT,Utah,City,Salt Lake,96904,40.573,-111.853,Salt Lake County Utah,,,,
Compton,CA,California,City,Los Angeles,95740,33.896,-118.22,Los Angeles County California,,,,
Carson,CA,California,City,Los Angeles,95558,33.832,-118.278,Los Angeles County California,,,,
Yuma,AZ,Arizona,City,Yuma,95548,32.713,-114.625,Yuma County Arizona,,,,
Livonia,MI,Michigan,City,Wayne,95535,42.376,-83.353,Wayne County Michigan,,,,
Toms River,NJ,New Jersey,Township,Ocean,95438,39.991,-74.191,Ocean County New Jersey,,,,
St George,UT,Utah,City,Washington,95342,37.108,-113.583,Washington County Utah,,,,
Goodyear,AZ,Arizona,City,Maricopa,95294,33.435,-112.409,Maricopa County Arizona,,,,
Reading,PA,Pennsylvania,City,Berks,95112,40.335,-75.928,Berks County Pennsylvania,,,,
Lawrence,KS,Kansas,City,Douglas,94934,38.971,-95.236,Douglas County Kansas,,,,
San Marcos,CA,California,City,San Diego,94833,33.141,-117.166,San Diego County California,,,,
Erie,PA,Pennsylvania,City,Erie,94831,42.129,-80.085,Erie County Pennsylvania,,,,
Asheville,NC,North Carolina,City,Buncombe,94589,35.595,-82.552,Buncombe County North Carolina,,,,
Edmond,OK,Oklahoma,City,Oklahoma,94428,35.655,-97.481,Oklahoma County Oklahoma,,,,
Suffolk,VA,Virginia,City,Suffolk,94324,36.73,-76.583,Suffolk County Virginia,,,,
Fall River,MA,Massachusetts,City,Bristol,94000,41.702,-71.155,Bristol County Massachusetts,,,,
Fayetteville,AR,Arkansas,City,Washington,93949,36.063,-94.161,Washington County Arkansas,,,,
Deltona,FL,Florida,City,Volusia,93692,28.901,-81.263,Volusia County Florida,,,,
Mission Viejo,CA,California,City,Orange,93653,33.597,-117.669,Orange County California,,,,
Redding,CA,California,City,Shasta,93611,40.586,-122.39,Shasta County California,,,,
Santa Monica,CA,California,City,Los Angeles,93076,34.019,-118.491,Los Angeles County California,,,,
Tracy,CA,California,City,San Joaquin,93000,37.74,-121.426,San Joaquin County California,,,,
Roswell,GA,Georgia,City,Fulton,92833,34.022,-84.359,Fulton County Georgia,,,,
South Gate,CA,California,City,Los Angeles,92726,33.955,-118.212,Los Angeles County California,,,,
Hoover,AL,Alabama,City,Shelby,92606,33.4,-86.806,Shelby County Alabama,,,,
Hamilton,NJ,New Jersey,Township,Mercer,92297,40.222,-74.686,Mercer County New Jersey,,,,
Kirkland,WA,Washington,City,King,92175,47.675,-122.203,King County Washington,,,,
Plantation,FL,Florida,City,Broward,91750,26.121,-80.252,Broward County Florida,,,,
Buckeye,AZ,Arizona,City,Maricopa,91502,33.371,-112.583,Maricopa County Arizona,,,,
Bellingham,WA,Washington,City,Whatcom,91482,48.75,-122.479,Whatcom County Washington,,,,
Chino,CA,California,City,San Bernardino,91403,34.012,-117.689,San Bernardino County California,,,,
Nashua,NH,New Hampshire,City,Hillsborough,91322,42.765,-71.468,Hillsborough County New Hampshire,,,,
OFallon,MO,Missouri,City,St. Charles,91316,38.811,-90.7,St. Charles County Missouri,,,,
Norwalk,CT,Connecticut,Town,Fairfield,91184,41.13,-73.429,Fairfield County Connecticut,,,,
San Leandro,CA,California,City,Alameda,91008,37.723,-122.154,Alameda County California,,,,
Westminster,CA,California,City,Orange,90911,33.759,-118.007,Orange County California,,,,
Trenton,NJ,New Jersey,City,Mercer,90871,40.22,-74.766,Mercer County New Jersey,,,,
Mount Pleasant,SC,South Carolina,Town,Charleston,90801,32.792,-79.872,Charleston County South Carolina,,,,
New Braunfels,TX,Texas,City,Comal,90403,29.703,-98.125,Comal County Texas,,,,
Lawton,OK,Oklahoma,City,Comanche,90381,34.605,-98.392,Comanche County Oklahoma,,,,
Clifton,NJ,New Jersey,City,Passaic,90296,40.867,-74.154,Passaic County New Jersey,,,,
Bloomington,MN,Minnesota,City,Hennepin,89987,44.841,-93.298,Hennepin County Minnesota,,,,
Conroe,TX,Texas,City,Montgomery,89956,30.312,-95.458,Montgomery County Texas,,,,
Hemet,CA,California,City,Riverside,89833,33.748,-116.972,Riverside County California,,,,
Avondale,AZ,Arizona,City,Maricopa,89334,33.435,-112.35,Maricopa County Arizona,,,,
Waukegan,IL,Illinois,City,Lake,89321,42.36,-87.831,Lake County Illinois,,,,
Palm Coast,FL,Florida,City,Flagler,89258,29.555,-81.211,Flagler County Florida,,,,
Lawrence,MA,Massachusetts,City,Essex,89143,42.708,-71.162,Essex County Massachusetts,,,,
Fort Smith,AR,Arkansas,City,Sebastian,89142,35.383,-94.421,Sebastian County Arkansas,,,,
Indio,CA,California,City,Riverside,89137,33.719,-116.216,Riverside County California,,,,
Newton,MA,Massachusetts,City,Middlesex,88923,42.337,-71.208,Middlesex County Massachusetts,,,,
Santa Barbara,CA,California,City,Santa Barbara,88665,34.421,-119.702,Santa Barbara County California,,,,
Champaign,IL,Illinois,City,Champaign,88302,40.116,-88.243,Champaign County Illinois,,,,
Hawthorne,CA,California,City,Los Angeles,88083,33.916,-118.353,Los Angeles County California,,,,
Livermore,CA,California,City,Alameda,87955,37.682,-121.768,Alameda County California,,,,
Citrus Heights,CA,California,City,Sacramento,87583,38.707,-121.29,Sacramento County California,,,,
Greenville,NC,North Carolina,City,Pitt,87521,35.611,-77.373,Pitt County North Carolina,,,,
Santa Fe,NM,New Mexico,City,Santa Fe,87505,35.687,-105.939,Santa Fe County New Mexico,,,,
Ogden,UT,Utah,City,Weber,87321,41.221,-111.972,Weber County Utah,,,,
Whittier,CA,California,City,Los Angeles,87306,33.979,-118.033,Los Angeles County California,,,,
Troy,MI,Michigan,City,Oakland,87294,42.606,-83.15,Oakland County Michigan,,,,
Auburn,WA,Washington,City,King,87256,47.307,-122.229,King County Washington,,,,
Deerfield Beach,FL,Florida,City,Broward,86859,26.319,-80.101,Broward County Florida,,,,
Duluth,MN,Minnesota,City,St. Louis,86697,46.788,-92.099,St. Louis County Minnesota,,,,
Danbury,CT,Connecticut,Town,Fairfield,86518,41.408,-73.468,Fairfield County Connecticut,,,,
Brooklyn Park,MN,Minnesota,City,Hennepin,86478,45.094,-93.356,Hennepin County Minnesota,,,,
Fort Myers,FL,Florida,City,Lee,86395,26.643,-81.87,Lee County Florida,,,,
Merced,CA,California,City,Merced,86333,37.302,-120.485,Merced County California,,,,
Lake Forest,CA,California,City,Orange,85858,33.647,-117.686,Orange County California,,,,
Medford,OR,Oregon,City,Jackson,85824,42.327,-122.872,Jackson County Oregon,,,,
Sioux City,IA,Iowa,City,Woodbury,85797,42.494,-96.403,Woodbury County Iowa,,,,
Mission,TX,Texas,City,Hidalgo,85778,26.216,-98.326,Hidalgo County Texas,,,,
Westland,MI,Michigan,City,Wayne,85420,42.324,-83.399,Wayne County Michigan,,,,
Cicero,IL,Illinois,Town,Cook,85268,41.846,-87.754,Cook County Illinois,,,,
Newport Beach,CA,California,City,Orange,85239,33.619,-117.929,Orange County California,,,,
Lake Charles,LA,Louisiana,City,Calcasieu,84872,30.229,-93.217,Calcasieu County Louisiana,,,,
Melbourne,FL,Florida,City,Brevard,84678,28.08,-80.604,Brevard County Florida,,,,
San Ramon,CA,California,City,Contra Costa,84605,37.776,-121.978,Contra Costa County California,,,,
Redwood City,CA,California,City,San Mateo,84292,37.484,-122.226,San Mateo County California,,,,
Springdale,AR,Arkansas,City,Benton,84161,36.185,-94.129,Benton County Arkansas,,,,
Buena Park,CA,California,City,Orange,84034,33.868,-117.998,Orange County California,,,,
Farmington Hills,MI,Michigan,City,Oakland,83986,42.499,-83.378,Oakland County Michigan,,,,
Bryan,TX,Texas,City,Brazos,83980,30.674,-96.373,Brazos County Texas,,,,
Kennewick,WA,Washington,City,Benton,83921,46.209,-119.117,Benton County Washington,,,,
Baytown,TX,Texas,City,Harris,83701,29.735,-94.978,Harris County Texas,,,,
Manteca,CA,California,City,San Joaquin,83498,37.797,-121.216,San Joaquin County California,,,,
Franklin,TN,Tennessee,City,Williamson,83454,35.925,-86.869,Williamson County Tennessee,,,,
Cranston,RI,Rhode Island,City,Providence,82934,41.779,-71.437,Providence County Rhode Island,,,,
Miami Beach,FL,Florida,City,Miami-Dade,82890,25.791,-80.13,Miami-Dade County Florida,,,,
Alhambra,CA,California,City,Los Angeles,82868,34.095,-118.127,Los Angeles County California,,,,
Warwick,RI,Rhode Island,City,Kent,82823,41.699,-71.46,Kent County Rhode Island,,,,
Lakewood,CA,California,City,Los Angeles,82496,33.854,-118.142,Los Angeles County California,,,,
Largo,FL,Florida,City,Pinellas,82485,27.909,-82.788,Pinellas County Florida,,,,
Johns Creek,GA,Georgia,City,Fulton,82453,34.046,-84.223,Fulton County Georgia,,,,
Mountain View,CA,California,City,Santa Clara,82376,37.39,-122.081,Santa Clara County California,,,,
Temple,TX,Texas,City,Bell,82073,31.097,-97.343,Bell County Texas,,,,
Layton,UT,Utah,City,Davis,81773,41.06,-111.966,Davis County Utah,,,,
Longview,TX,Texas,City,Gregg,81638,32.495,-94.74,Gregg County Texas,,,,
Flint,MI,Michigan,City,Genesee,81252,43.017,-83.691,Genesee County Michigan,,,,
Parma,OH,Ohio,City,Cuyahoga,81146,41.405,-81.723,Cuyahoga County Ohio,,,,
Somerville,MA,Massachusetts,City,Middlesex,81045,42.388,-71.103,Middlesex County Massachusetts,,,,
Plymouth,MN,Minnesota,City,Hennepin,81026,45.015,-93.472,Hennepin County Minnesota,,,,
Homestead,FL,Florida,City,Miami-Dade,80737,25.47,-80.477,Miami-Dade County Florida,,,,
Folsom,CA,California,City,Sacramento,80454,38.678,-121.176,Sacramento County California,,,,
Gastonia,NC,North Carolina,City,Gaston,80411,35.264,-81.184,Gaston County North Carolina,,,,
Boynton Beach,FL,Florida,City,Palm Beach,80380,26.529,-80.064,Palm Beach County Florida,,,,
Warner Robins,GA,Georgia,City,Houston,80308,32.618,-83.633,Houston County Georgia,,,,
Tustin,CA,California,City,Orange,80276,33.746,-117.825,Orange County California,,,,
Milpitas,CA,California,City,Santa Clara,80273,37.431,-121.907,Santa Clara County California,,,,
Pleasanton,CA,California,City,Alameda,79871,37.663,-121.875,Alameda County California,,,,
New Rochelle,NY,New York,City,Westchester,79726,40.907,-73.784,Westchester County New York,,,,
Pharr,TX,Texas,City,Hidalgo,79715,26.195,-98.184,Hidalgo County Texas,,,,
Shelby,MI,Michigan,Charter Township,Macomb,79408,42.674,-83.04,Macomb County Michigan,,,,
Rancho Cordova,CA,California,City,Sacramento,79332,38.592,-121.297,Sacramento County California,,,,
Napa,CA,California,City,Napa,79246,38.298,-122.289,Napa County California,,,,
Kissimmee,FL,Florida,City,Osceola,79226,28.292,-81.408,Osceola County Florida,,,,
Bellflower,CA,California,City,Los Angeles,79190,33.882,-118.125,Los Angeles County California,,,,
Bloomington,IN,Indiana,City,Monroe,79168,39.167,-86.535,Monroe County Indiana,,,,
Upland,CA,California,City,San Bernardino,79040,34.094,-117.651,San Bernardino County California,,,,
Lynchburg,VA,Virginia,City,Lynchburg,79009,37.415,-79.142,Lynchburg County Virginia,,,,
Schaumburg,IL,Illinois,Village,Cook,78723,42.027,-88.08,Cook County Illinois,,,,
Perris,CA,California,City,Riverside,78700,33.782,-117.229,Riverside County California,,,,
Bloomington,IL,Illinois,City,McLean,78680,40.479,-88.994,McLean County Illinois,,,,
Jonesboro,AR,Arkansas,City,Craighead,78576,35.842,-90.705,Craighead County Arkansas,,,,
Chino Hills,CA,California,City,San Bernardino,78411,33.977,-117.72,San Bernardino County California,,,,
Alameda,CA,California,City,Alameda,78280,37.764,-122.243,Alameda County California,,,,
Frederick,MD,Maryland,City,Frederick,78171,39.414,-77.411,Frederick County Maryland,,,,
Evanston,IL,Illinois,City,Cook,78110,42.041,-87.69,Cook County Illinois,,,,
Hammond,IN,Indiana,City,Lake,77879,41.585,-87.481,Lake County Indiana,,,,
Racine,WI,Wisconsin,City,Racine,77816,42.727,-87.783,Racine County Wisconsin,,,,
Arlington Heights,IL,Illinois,Village,Lake,77676,42.083,-87.983,Lake County Illinois,,,,
Cedar Park,TX,Texas,City,Williamson,77595,30.51,-97.823,Williamson County Texas,,,,
South Jordan,UT,Utah,City,Salt Lake,77487,40.562,-111.929,Salt Lake County Utah,,,,
Pasco,WA,Washington,City,Franklin,77108,46.231,-119.092,Franklin County Washington,,,,
Flagstaff,AZ,Arizona,City,Coconino,76831,35.198,-111.648,Coconino County Arizona,,,,
Southfield,MI,Michigan,City,Oakland,76618,42.473,-83.221,Oakland County Michigan,,,,
Wyoming,MI,Michigan,City,Kent,76501,42.914,-85.705,Kent County Michigan,,,,
Pittsburg,CA,California,City,Contra Costa,76416,38.025,-121.886,Contra Costa County California,,,,
Loveland,CO,Colorado,City,Larimer,76378,40.395,-105.074,Larimer County Colorado,,,,
Scranton,PA,Pennsylvania,City,Lackawanna,76328,41.409,-75.662,Lackawanna County Pennsylvania,,,,
Rochester Hills,MI,Michigan,City,Oakland,76300,42.652,-83.153,Oakland County Michigan,,,,
Auburn,AL,Alabama,City,Lee,76143,32.607,-85.482,Lee County Alabama,,,,
Flower Mound,TX,Texas,Town,Denton,75956,33.014,-97.071,Denton County Texas,,,,
Lehi,UT,Utah,City,Utah,75907,40.388,-111.849,Utah County Utah,,,,
Doral,FL,Florida,City,Miami-Dade,75874,25.812,-80.353,Miami-Dade County Florida,,,,
Apple Valley,CA,California,Town,San Bernardino,75791,34.501,-117.19,San Bernardino County California,,,,
Bethlehem,PA,Pennsylvania,City,Lehigh,75781,40.622,-75.375,Lehigh County Pennsylvania,,,,
Appleton,WI,Wisconsin,City,Winnebago,75644,44.262,-88.407,Winnebago County Wisconsin,,,,
Pawtucket,RI,Rhode Island,City,Providence,75604,41.877,-71.384,Providence County Rhode Island,,,,
Woodbury,MN,Minnesota,City,Washington,75102,44.925,-92.96,Washington County Minnesota,,,,
Iowa City,IA,Iowa,City,Johnson,74828,41.661,-91.535,Johnson County Iowa,,,,
North Port,FL,Florida,City,Sarasota,74793,27.044,-82.236,Sarasota County Florida,,,,
Rapid City,SD,South Dakota,City,Pennington,74703,44.081,-103.227,Pennington County South Dakota,,,,
Cherry Hill,NJ,New Jersey,Township,Camden,74553,39.892,-74.986,Camden County New Jersey,,,,
Lauderhill,FL,Florida,City,Broward,74482,26.15,-80.212,Broward County Florida,,,,
Rock Hill,SC,South Carolina,City,York,74372,34.925,-81.025,York County South Carolina,,,,
Missouri City,TX,Texas,City,Harris,74259,29.596,-95.527,Harris County Texas,,,,
New Britain,CT,Connecticut,Town,Hartford,74135,41.676,-72.785,Hartford County Connecticut,,,,
Broomfield,CO,Colorado,City,Broomfield,74112,39.925,-105.053,Broomfield County Colorado,,,,
Bolingbrook,IL,Illinois,Village,DuPage,73922,41.698,-88.068,DuPage County Illinois,,,,
Mount Vernon,NY,New York,City,Westchester,73893,40.913,-73.837,Westchester County New York,,,,
Bismarck,ND,North Dakota,City,Burleigh,73622,46.805,-100.788,Burleigh County North Dakota,,,,
Brick,NJ,New Jersey,Township,Ocean,73620,40.058,-74.121,Ocean County New Jersey,,,,
Kalamazoo,MI,Michigan,City,Kalamazoo,73598,42.292,-85.583,Kalamazoo County Michigan,,,,
Missoula,MT,Montana,City,Missoula,73489,46.872,-113.994,Missoula County Montana,,,,
Redmond,WA,Washington,City,King,73256,47.674,-122.122,King County Washington,,,,
Redlands,CA,California,City,San Bernardino,73168,34.057,-117.183,San Bernardino County California,,,,
